id_point_d_accueil,ID_A1,ID_A2,ID_A4,ID_A6,ID_A7,ID_A8,ID_A9,ID_A10,ID_A11,ID_A12,ID_A13,ID_A14,ID_A15,ID_A16,ID_A17,ID_A18,ID_A19,ID_A20,ID_A21,ID_A22,ID_A23,ID_A24,ID_A25,ID_B25,ID_C25,ID_D25,ID_E25,ID_F25,ID_A26,ID_B26,ID_C26,ID_D26,ID_E26,ID_F26,ID_A27,ID_B27,ID_C27,ID_D27,ID_E27,ID_F27,ID_A28,ID_B28,ID_C28,ID_D28,ID_E28,ID_F28,ID_A29,ID_B29,ID_C29,ID_D29,ID_E29,ID_F29,ID_A30,ID_B30,ID_C30,ID_D30,ID_E30,ID_F30,ID_A31,ID_B31,ID_C31,ID_D31,ID_E31,ID_F31,ID_A32,ID_B32,ID_C32,ID_D32,ID_E32,ID_F32,ID_A33,ID_B33,ID_C33,ID_D33,ID_E33,ID_F33,ID_A34,ID_B34,ID_C34,ID_D34,ID_E34,ID_F34,ID_A35,ID_A36,ID_A37,ID_A38,ID_A39,ID_A40,ID_A41,ID_A42,ID_A43,ID_A44,ID_A45,ID_B45,ID_C45,ID_A46,ID_A47,ID_A49,ID_A50,ID_B50,ID_C50,ID_A51,ID_A52,ID_B52,ID_C52,ID_A53,ID_A54,ID_A55,ID_A56,ID_A57,ID_A58,ID_A59,ID_A60,ID_A61,ID_A62,ID_A63,ID_A64,ID_A65,ID_A66,ID_A67,ID_A68,ID_A69,ID_A70,ID_A71,ID_A72,ID_A73,ID_A74,ID_A75,ID_A76,ID_A77,ID_A78,ID_A79,ID_A80,ID_A81,ID_A82,ID_A83,ID_A84,ID_A85,ID_A86,ID_A87,ID_B87,ID_C87,ID_D87,ID_E87,ID_A88,ID_B88,ID_C88,ID_D88,ID_E88,ID_A89,ID_B89,ID_C89,ID_D89,ID_E89,ID_A90,ID_B90,ID_C90,ID_D90,ID_E90,ID_A91,ID_B91,ID_C91,ID_D91,ID_E91,ID_A92,ID_B92,ID_C92,ID_D92,ID_E92,ID_A93,ID_B93,ID_C93,ID_D93,ID_E93,ID_A94,ID_B94,ID_C94,ID_D94,ID_E94,ID_A95,ID_B95,ID_C95,ID_D95,ID_E95,ID_A96,ID_B96,ID_C96,ID_D96,ID_E96,ID_A97,ID_B97,ID_C97,ID_D97,ID_E97,ID_A98,ID_B98,ID_C98,ID_D98,ID_E98,ID_A99,ID_B99,ID_C99,ID_D99,ID_E99,ID_A100,ID_B100,ID_C100,ID_D100,ID_E100,ID_A101,ID_B101,ID_C101,ID_D101,ID_E101,ID_A102,ID_B102,ID_C102,ID_D102,ID_E102,ID_A103,ID_A104,ID_A105
240000059G1,CENTRE HOSPITALIER SAMUEL POZZI,240000059,Structures des urgences générales,1,1,1,2,1,1,0,,1,0.50,3,3,1,0,,1,0,1,0,7,7.00,3.00,3.00,,,0,0.00,,,,,4,4.00,,,,,1,1.00,0.00,0.00,,,24,23.40,0.00,0.00,,,7,7.00,0.00,0.00,,,2,1.40,0.00,0.00,,,2,2.00,0.00,0.00,,,0,0.00,0.00,0.00,,,3,2.40,0.00,0.00,,,1,1,1,,1,10,1,0,,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,0,0,0,1,14,0,,0,0,,,0,,0,0,0,0,0,0,,,,11/06/2013,12,19,27,15,16,0,0,0,0,0,2,0,7,6,2,1,5,5,1,4,0,,,,,1,3,3,2,2,0,0,0,0,0,1,2,3,1,1,2,1,1,1,1,1,1,0,0,1,4,4,4,4,4,2,2,1,1,2,1,1,0,0,1,2,2,0,0,2,0,0,0,0,0,0,1,1,1,1,80,3,3
240000117G1,CENTRE HOSPITALIER DE PERIGUEUX,240000117,Structures des urgences générales,1,1,1,1,1,2,1,existence d'un SAUP organisé distinctement au SAU Pédiatrique,0,0.00,3,3,1,1,RESURA: coopération avec les CH de Sarlat et Bergerac en tant qu'établissement de recours,1,1,1,0,12,11.43,3.00,2.00,,360,1,4.92,1.00,1.50,,184,5,4.92,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,46,45.36,0.00,0.00,300,789,25,23.82,0.00,0.00,0,263,5,5.00,0.00,0.00,0,26,3,3.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,1,1,0,,1,10,0,1,0,0,,,,1,1,1,1,1,1,0,,,,0,,0,0,0,0,0,0,1,1,1,1,0,1,1,15,1,24,0,0,,,0,,1,1,1,1,1,1,0,0,expérimentation d'une celule de gestion ddes lits au nieau du pôle BAC et cellule e crise restreinte en cas de tension,11/06/2013,0,10,11,8,1,9,19,21,16,9,1,1,1,0,0,13,10,10,13,13,2,2,1,0,1,3,3,3,2,2,1,1,1,3,3,3,3,3,1,3,0,0,0,0,1,1,1,1,0,1,8,9,9,7,8,4,5,5,4,5,3,3,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,12
240000190G1,POLYCLINIQUE FRANCHEVILLE,240000190,Structures des urgences générales,0,0,,,,,,,,,,,,,,0,0,0,,5,4.20,,,,,0,0.00,,,,,0,0.00,,,,,1,1.00,,,,,5,5.00,,,,,3,3.00,,,,,0,0.00,,,,,2,2.00,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,0,,,,0,1,0,,,,0,,,,,,,,,,,,1,1,1,1,1,1,0,,1,,1,1,1,0,0,,0,,,,,,,,,11/06/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,32,,
240000448G1,CENTRE HOSPITALIER JEAN LECLAIRE,240000448,Structures des urgences générales,0,1,1,0,1,1,0,,0,,3,3,1,1,,0,,,,4,3.80,8.00,4.03,684,396,0,0.00,,,,,0,0.00,,,,,1,1.00,0.00,0.00,,70,24,23.57,,,,,15,17.00,,,,,0,0.00,,,,,2,2.26,,,,,0,0.00,,,,,6,6.00,,,,,1,1,0,,0,57,0,1,0,0,,,,0,1,0,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,0,1,1,40,1,4,0,0,,,1,1,0,0,1,1,1,1,12,12,,11/06/2013,1,4,1,1,1,0,0,2,0,0,1,1,1,0,0,4,3,0,0,0,,,,,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,4,4,4,3,4,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,29,1,2
250000114G1,C H   BOULLOCHE  MONTBELIARD,250000114,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,1,1,1,1,1,2,0,,1,0.10,3,,1,1,,1,1,0,0,15,11.25,,,,,1,0.50,,,,,5,4.08,,,,,2,2.00,,,,,47,43.15,,,,,19,15.00,,,,,6,6.00,,,,,14,9.00,,,,,0,0.00,,,,,2,1.20,,,,,1,1,0,,0,49,1,0,,0,,,,0,1,,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,1,1,1,42,1,3,0,0,,,0,,0,,,,,,,,,11/06/2013,4,14,6,7,0,4,4,6,0,3,9,9,6,6,0,3,3,0,0,9,0,1,0,0,0,3,4,3,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,7,6,7,6,7,2,2,2,2,2,2,2,1,0,2,2,2,2,1,2,0,0,0,1,0,4,2,3,3,4,105,6,7
250000114G2,C H   BOULLOCHE  MONTBELIARD,250000114,Structures des urgences pédiatriques,1,1,2,2,1,2,0,,0,,1,1,0,1,"Avec les urgences pédiatriques de Belfort: protocoles médicaux communs, IDE travaillent sur les 2 secteurs de Belfort et Montbéliard",1,1,1,0,0,0.00,,,,,4,4.00,,,,,0,0.00,,,,,0,0.00,,,,,8,6.30,,,,,6,6.30,,,,,1,0.80,,,,,2,1.50,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,,,,,,,,,,,0,,,,0,,0,0,0,0,2,2,1,1,1,1,1,1,,,1,3,0,0,,,0,,0,,,,,,,,,11/06/2013,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,,
250000452G1,CH PONTARLIER,250000452,Structures des urgences générales,1,1,2,0,1,2,0,accès direct organisé en médecine,1,0.40,3,3,1,1,Réseau Régional des Urgences,1,1,0,0,10,8.20,3.00,0.25,1074,0,2,1.93,0.00,0.00,86,0,4,2.67,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,27,21.97,0.00,0.00,742,0,7,6.81,0.50,0.00,177,0,4,3.68,0.25,0.00,123,0,1,0.75,0.00,0.00,93,0,0,0.00,0.00,0.00,0,0,5,5.08,0.00,0.00,0,0,1,1,1,,0,96,0,0,,0,,,,1,1,0,,,,0,,,,0,,0,0,0,1,1,1,1,1,1,1,0,1,0,,1,1,0,0,,,0,,0,1,0,0,1,1,1,10,Tranfert direct en hopital local ou SSR en sortie des urgences,11/06/2013,0,7,7,11,1,0,2,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,2,4,3,0,0,0,0,0,1,1,2,1,1,2,2,0,0,0,1,1,0,0,0,0,0,3,5,5,4,3,1,2,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,75,3,4
250006954A1,CHU JEAN MINJOZ,250006954,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,0,1,1,0,1,0,2,oui psychiatrie,1,2.00,3,1,1,1,Observatoire Régional des Urgences - Projet héliSAMU régional - recensement des effectifs médicaux,0,,,,41,12.60,,,,,0,0.00,,,,,7,7.00,,,,,1,0.84,,,,,34,28.02,,,14,93,18,14.16,,,,,7,4.87,,,,,2,1.77,,,,,4,3.50,,,,,1,0.67,,,,,1,1,0,,1,80,0,0,,0,,,,1,1,,,,,0,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,54,1,2,0,0,,,1,2,0,0,1,1,1,0,,,maintien de l'ouverture d'hôpitaux de semaine le weekend - contractualisation avec les services d'hospitalisation,11/06/2013,3,3,6,0,0,8,18,25,28,8,1,1,0,1,1,1,1,2,2,2,,,,,,2,3,3,3,2,0,0,0,0,0,2,5,5,2,2,0,0,0,0,0,1,1,1,0,1,5,5,6,5,5,2,3,3,3,2,1,2,2,0,1,1,2,0,0,1,1,1,2,1,1,0,0,1,0,0,78,,
250006954A2,CHU JEAN MINJOZ,250006954,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,0,0,,,,,,,0,,1,1,0,1,SOS MAIN,0,,,,0,0.00,,,,,1,1.00,,,,,1,1.00,,,,,1,1.00,,,,,17,14.20,0.10,,7,,5,3.78,1.06,,,51,5,3.80,,,,,6,4.25,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,0,0,,0,,,,1,1,,,,,0,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,54,1,2,0,0,,,1,2,0,,1,1,1,1,,,- Fédération des services avec CHI de Vesoul - Conventions avec SOS Médecin - ACORELI -,11/06/2013,0,2,0,0,2,0,4,3,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,2,3,3,2,2,1,1,0,1,1,1,1,1,0,1,1,2,1,0,1,0,0,0,1,0,1,1,1,0,1,35,,
250006954P1,CHU JEAN MINJOZ,250006954,Structures des urgences pédiatriques,0,0,0,0,0,0,0,,1,,1,1,0,1,"SOS médecins, ACORELI",1,1,1,1,2,2.00,,,,,0,0.00,,,,,2,2.00,,,,,1,1.00,,,,,19,14.58,,,14,93,12,6.99,,,,,4,3.28,,,,,4,1.30,,,,,0,0.00,,,,,2,0.75,,,,,1,0,0,Hôtesse d'accueil (Aide soignante et Auxilière de puériculture),0,16,0,0,,,,,,,,,,,,0,,,,0,,0,0,0,0,0,0,1,1,1,1,1,1,,,1,2,1,0,,,1,1,0,0,1,1,1,0,,,"SOS médecins, ACORELI",11/06/2013,0,0,3,1,0,0,2,6,2,0,0,0,0,1,2,1,1,0,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,1,3,2,2,2,0,0,0,0,0,1,1,1,0,0,2,2,2,3,2,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,,
260000021G1,CENTRE HOSPITALIER VALENCE,260000021,Structures des urgences générales,0,1,1,1,1,1,1,,1,0.10,3,3,1,1,Fédération médicale inter-hospitalière avec les CH des Crest et de Die - RESUVAL,0,0,0,,25,22.43,4.00,0.53,9624,0,0,0.00,0.00,0.00,0,0,8,7.16,0.00,0.00,0,0,3,2.62,0.00,0.00,0,14,56,53.60,0.00,0.00,2892,2258,25,22.87,0.00,0.00,83,68,9,7.14,0.00,0.00,0,28,4,2.53,0.00,0.00,36,70,0,0.00,0.00,0.00,0,0,1,0.21,0.00,0.00,0,0,1,1,0,,1,10,1,0,0,0,,,,1,1,1,1,1,1,1,1,,,0,,1,1,1,1,0,1,1,1,1,1,1,1,1,24,1,2,0,0,,,1,1,1,1,1,1,1,1,2,2,commission des hospitalisations non programmées et procédure -lits+-,11/06/2013,6,33,25,24,14,0,11,14,18,10,12,8,11,12,8,0,6,3,6,6,,,,,,5,6,4,2,5,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,6,6,5,4,5,5,5,4,2,3,1,1,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,90,8,9
260000047G1,CENTRE HOSPITALIER MONTELIMAR,260000047,Structures des urgences générales,1,1,0,0,0,0,0,pédiatrie + obstétrique = oui épisodique,0,,,,1,1,convention sur modalité de PEC+référentiels,0,,,,16,13.90,2.00,0.37,1894,0,0,0.00,,,,,6,6.00,0.00,,,,2,2.00,0.00,0.00,0,124,31,29.44,0.00,0.00,1080,268,19,17.64,0.00,0.00,270,97,0,0.00,0.00,0.00,,,3,2.70,0.00,0.00,0,,0,0.00,0.00,0.00,,,7,6.80,0.00,0.00,13,352,1,1,0,,1,83,0,1,0,0,,,,1,1,0,,,,0,,,,0,,0,0,,,,,1,1,0,0,,,1,30,1,24,0,0,,,0,,0,0,0,1,1,1,1,5,,11/06/2013,3,6,1,5,3,5,8,5,1,0,1,2,0,1,0,13,11,11,11,12,0,0,1,0,0,2,5,5,2,2,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,1,1,1,1,2,5,5,5,4,5,4,4,4,2,4,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,97,2,4
260000054G1,CENTRE HOSPITALIER CREST,260000054,Structures des urgences générales,0,1,0,0,0,0,0,Court séjour gériatrique,1,0.20,1,1,0,1,Fédération Médicale Interhospitalière des Urgences avec le CH référent du territoire de santé,1,1,0,1,4,3.80,,,160,,1,0.20,,,,,0,0.00,,,,,1,0.40,,,,,8,6.30,,,,,4,3.50,,,,,0,0.00,,,,,1,1.00,,,,,0,0.00,,,,,0,0.00,,,,,0,,,IDE,1,10,0,0,,0,,,,0,1,0,,,,0,,,,1,0,0,0,0,0,1,0,0,,,0,,,1,145,1,2,1,0,,,0,,1,0,1,1,1,1,0,0,,11/06/2013,0,6,8,4,0,0,0,5,0,0,0,0,2,2,2,0,2,2,0,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,,
260000104G1,CENTRE HOSPITALIER DIE,260000104,Structures des urgences générales,0,1,0,0,1,0,0,"Maternité, Médecine, Chirurgie",0,,1,1,0,1,"Fédération, Réseau Rescue",1,0,1,0,5,4.50,0.50,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.50,0.00,0.00,0,0,8,6.80,0.00,0.00,0,0,5,4.50,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.50,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,,,,,,0,0,,0,,,,0,1,0,,,,0,,,,0,,0,0,0,1,1,0,0,,,0,,,1,157,1,1,0,0,0,,1,1,0,0,0,0,0,0,,,Contact avec les établissements du territoire ou CHU,11/06/2013,1,1,1,0,2,1,0,2,0,0,1,0,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,,
260000120G1,HOPITAUX DROME NORD ROMANS,260000120,Structures des urgences générales,0,1,1,1,1,1,0,,0,,3,3,1,1,protocole reseau(resuval/rescue)/circuit protocolisé,1,1,0,1,11,8.79,2.00,0.35,836,300,4,3.05,0.00,0.00,0,0,9,6.85,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,34,29.90,0.00,0.00,2309,19,6,5.71,0.00,0.00,137,0,13,11.76,0.00,0.00,310,0,5,4.50,0.00,0.00,0,0,0,0.00,,,,,1,1.00,0.00,0.00,0,0,1,1,1,,1,85,0,0,0,0,,,,1,1,0,,,,0,,,,0,,0,1,1,1,1,1,1,1,1,1,0,0,1,20,1,12,0,0,,,1,1,1,0,1,1,0,0,,,mise en attente des patients dans un couloir des urgences,11/06/2013,3,6,14,6,5,2,1,1,1,0,2,2,3,3,3,5,5,3,3,5,1,0,0,0,0,3,2,2,2,2,0,0,0,0,0,1,3,4,1,1,0,1,1,1,1,0,1,0,0,0,5,5,5,5,5,2,2,2,0,2,2,3,3,2,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,64,1,1
260000203G1,HOPITAUX DROME NORD ST VALLIER,260000203,Structures des urgences générales,0,0,0,0,0,0,0,,0,,3,3,1,1,Protocoles communs,0,,,,5,4.27,0.00,0.00,406,146,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1.00,,,18,,12,11.74,,,725,2,7,6.30,,,140,,5,4.96,,,10,,3,1.80,,,,,0,0.00,,,,,0,0.00,,,,,0,0,0,,0,,0,0,0,0,,,,0,1,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,0,,,0,,1,12,0,0,,,1,1,1,0,1,1,0,0,,,,11/06/2013,0,2,3,2,2,0,0,0,0,0,0,0,0,1,3,7,7,3,3,4,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,1,1,1,1,1,1,2,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
270000060G1,CH BERNAY,270000060,Structures des urgences générales,1,0,,,,,,,0,,3,3,1,1,"Suivant pathologie lourde et ciblé (i.e. cardiologie, neurologie)",0,,,,2,2.65,4.90,3.85,13527,494,2,2.00,,,4910,240,0,0.00,,,,,1,1.00,,,1575,,13,13.18,,0.45,21537,,9,10.06,,,15406,,0,0.14,,,268,,3,3.00,,,4725,,4,4.00,,,,,0,0.00,,,,,1,0,0,aide soignant,1,10,0,0,,0,,,,1,1,0,,,,0,,,,,,2,2,2,1,1,1,1,1,1,0,,,0,,1,3,0,0,,,0,,1,0,0,1,1,1,0,0,,11/06/2013,1,2,7,2,0,0,8,0,1,0,0,0,2,0,1,3,0,1,1,1,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,3,3,2,3,1,3,3,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,50,0,0
270000086G1,CH GISORS,270000086,Structures des urgences générales,0,0,,,,,,,1,0.20,3,3,1,1,"prise en charge des spécialités (pédiatrie, stroke center, réanimation ...)",0,,,,10,6.08,,,,336,7,3.27,,,,,1,0.50,,,,,1,0.67,,,,,12,11.22,,,410,,9,8.95,,,22,,0,0.00,,,,,4,2.39,,,33,,0,0.00,,,,,0,0.00,,,,,0,,,,,,1,1,0,0,,,,0,1,0,,,,0,,,,0,,0,0,0,1,1,1,1,1,1,0,,,1,10,1,1,0,1,0,1,1,2,1,1,1,1,1,1,2,2,réunion gestion flux des lits 1/semaine - registre de disponibilité des lits,11/06/2013,6,6,10,10,2,1,3,6,3,3,0,0,3,0,0,2,2,0,2,2,0,0,1,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,45,1,4
270000102G1,CH DE LA RISLE PONT-AUDEMER,270000102,Structures des urgences générales,0,1,2,2,0,2,0,,0,,,3,1,0,,0,,0,,3,3.00,2.00,0.00,,,0,0.00,,,,,0,0.00,,,,,1,0.80,,,,,10,9.80,,,,49,9,8.50,,,,,0,0.00,,,,,3,2.00,,,,,2,2.00,,,,,5,4.50,,,,,1,0,0,Aide soignant(e),0,0,0,1,0,0,,,,0,1,0,,,,0,,,,0,,1,1,1,1,1,0,1,1,1,0,,,0,,1,2,0,0,,,0,,1,1,0,1,1,0,,,,11/06/2013,2,9,2,6,6,0,2,6,1,1,3,2,4,4,5,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,2,3,2,2,2,1,2,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,61,0,0
270000110G1,CH VERNEUIL-SUR-AVRE,270000110,Structures des urgences générales,0,1,0,0,0,0,0,medecine gériatrique,0,,3,3,1,1,,1,1,1,1,4,6.88,2.00,0.37,24927,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1.00,0.00,0.00,0,0,11,10.30,1.00,0.16,9381,0,9,9.06,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,2,1.63,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0,0,,0,,0,0,,0,,,,0,1,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,,0,0,0,0,0,0,,,,11/06/2013,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,2
270000326G1,CLINIQUE CHIRURGICALE PASTEUR EVREUX,270000326,Structures des urgences générales,0,1,0,0,0,0,0,oncologie médicale,1,0.10,1,1,0,0,,1,0,1,0,6,6.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,0.20,0.00,0.00,0,0,12,11.50,0.00,0.00,697,0,4,4.40,0.00,0.00,221,0,1,0.30,0.00,0.00,0,0,3,2.80,0.00,0.00,4,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0,0,1,1,0,,0,50,0,0,,0,,,,0,0,0,,,,0,,,,0,,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,4,1,1,1,1,1,1,1,0,1,1,1,1,0,0,adhésion à l'outil trajectoire,11/06/2013,3,11,11,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,6,6,2,2,2,2,2,2,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0
270000359A1,CH EVREUX CHI EURE-SEINE,270000359,Structures des urgences générales sur site ayant aussi une structure des urgences pédiatriques,1,1,1,1,1,1,1,,0,,2,2,0,1,télémédecine,1,0,1,0,10,9.30,,,2642,,1,1.00,,,,,6,6.00,,,,,1,0.75,,,,,27,25.11,,,332,,11,10.95,,,10,,1,0.67,,,,,7,8.02,,,,,0,0.00,,,,,1,1.00,,,,,1,1,0,,1,50,1,1,0,1,1,,1,,,,,,,0,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,25,1,3,0,0,,,0,,1,1,1,1,1,0,,,,11/06/2013,2,2,0,0,2,0,2,2,2,0,5,2,0,0,2,0,3,1,1,2,0,0,0,0,0,2,2,4,2,2,0,1,1,0,0,1,2,2,1,1,0,0,0,0,0,1,1,1,0,1,5,6,3,3,2,3,3,1,1,1,1,1,0,0,1,1,1,1,0,0,2,2,2,2,2,0,1,0,1,0,80,,
270000359P1,CH EVREUX CHI EURE-SEINE,270000359,Structures des urgences pédiatriques,0,0,,,,,,,0,,1,1,0,0,,1,1,0,0,0,0.00,,,,,8,3.50,,,,,0,0.00,,,,,0,0.00,,,,,7,5.38,,,105,,7,6.54,,,50,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,0,0.00,,,,,0,,,,,,1,1,0,,,,,,,,,,,0,,,,0,,0,0,0,1,1,0,1,1,1,1,1,1,,,1,3,0,0,,,0,,1,1,1,1,1,0,,,,11/06/2013,0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,,
270000391G1,CH LOUVIERS CHI ELBEUF,270000391,Structures des urgences générales,0,1,0,0,0,1,0,médecine polyvalente,0,,,,0,1,,1,0,1,0,6,5.30,6.00,0.00,,,1,0.60,0.00,0.00,,,0,0.00,1.00,0.00,,,1,1.00,0.00,0.00,,,9,8.00,0.00,0.00,186,,6,6.00,0.00,0.00,156,,2,0.70,0.00,0.00,,,0,0.00,0.00,0.00,,,4,2.30,0.00,0.00,,,0,0.00,0.00,0.00,,,1,1,0,,1,25,1,0,,0,,,,1,1,0,,,,0,,,,1,0,0,0,0,1,1,1,0,,,0,,,1,24,1,12,0,0,,,0,,1,1,1,1,1,0,,,Travail de la commission des admissions non programmées,11/06/2013,1,0,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,
270000458G1,CH VERNON CHI EURE-SEINE,270000458,Structures des urgences générales,0,1,1,0,1,2,0,,0,,3,3,1,0,,0,,,,14,10.20,,183.00,991,,1,0.23,,,,,1,1.00,,,,,1,0.42,,,,,23,22.33,,,508,,19,19.00,,,376,,3,3.00,,,,,3,3.42,,,,,0,0.00,,,,,0,0.00,,,,,1,1,0,,1,87,0,0,,0,,,,1,1,0,,,,0,,,,0,,0,0,0,1,1,1,1,1,0,1,0,0,0,,1,3,0,0,,,0,,1,1,1,1,1,0,,,,11/06/2013,3,8,11,8,5,0,0,3,2,0,4,3,0,2,0,1,1,0,0,5,1,0,1,0,0,3,3,3,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,4,4,4,3,4,2,3,3,3,2,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,71,4,7
